,year,name,value,rank,lastValue,new_cases
802,2020.6,Finland,,185,0.0,
803,2020.5,Finland,,185,0.0,
804,2020.4,Finland,,185,0.0,
805,2020.3,Finland,,184,0.0,
806,2020.2,Finland,,176,0.0,
807,2021.4,France,10502416.914285714,9,5307981.714285715,
808,2021.3,France,5307981.714285715,9,2226775.595238095,
809,2021.2,France,2226775.595238095,7,342580.97142857144,
810,2021.1,France,342580.97142857144,8,4.714285714285714,
811,2021.0,France,4.714285714285714,20,0.0,
812,2020.9,France,,189,0.0,
813,2020.8,France,,187,0.0,
814,2020.7,France,,185,0.0,
815,2020.6,France,,185,0.0,
816,2020.5,France,,185,0.0,
817,2020.4,France,,185,0.0,
818,2020.3,France,,184,0.0,
819,2020.2,France,,176,0.0,
820,2021.4,French Polynesia,6779.333333333333,124,2619.7428571428572,
821,2021.3,French Polynesia,2619.7428571428572,102,771.8095238095239,
822,2021.2,French Polynesia,771.8095238095239,85,137.9,
823,2021.1,French Polynesia,137.9,57,0.0,
824,2021.4,Gabon,1544.857142857143,145,316.1714285714286,
825,2021.3,Gabon,316.1714285714286,122,0.0,
826,2021.2,Gabon,,211,0.0,
827,2021.1,Gabon,,206,0.0,
828,2021.0,Gabon,,194,0.0,
829,2020.9,Gabon,,189,0.0,
830,2020.8,Gabon,,187,0.0,
831,2020.7,Gabon,,185,0.0,
832,2020.6,Gabon,,185,0.0,
833,2020.5,Gabon,,185,0.0,
834,2020.4,Gabon,,185,0.0,
835,2020.3,Gabon,,184,0.0,
836,2020.2,Gabon,,176,0.0,
837,2021.4,Gambia,296.8285714285714,167,0.0,
838,2021.3,Gambia,,215,0.0,
839,2021.2,Gambia,,211,0.0,
840,2021.1,Gambia,,206,0.0,
841,2021.0,Gambia,,194,0.0,
842,2020.9,Gambia,,189,0.0,
843,2020.8,Gambia,,187,0.0,
844,2020.7,Gambia,,185,0.0,
845,2020.6,Gambia,,185,0.0,
846,2020.5,Gambia,,185,0.0,
847,2020.4,Gambia,,185,0.0,
848,2020.3,Gambia,,184,0.0,
849,2020.2,Gambia,,176,0.0,
850,2021.4,Georgia,23864.4,102,1579.4857142857143,
851,2021.3,Georgia,1579.4857142857143,108,0.0,
852,2021.2,Georgia,,211,0.0,
853,2021.1,Georgia,,206,0.0,
854,2021.0,Georgia,,194,0.0,
855,2020.9,Georgia,,189,0.0,
856,2020.8,Georgia,,187,0.0,
857,2020.7,Georgia,,185,0.0,
858,2020.6,Georgia,,185,0.0,
859,2020.5,Georgia,,185,0.0,
860,2020.4,Georgia,,185,0.0,
861,2020.3,Georgia,,184,0.0,
862,2020.2,Georgia,,176,0.0,
863,2021.4,Germany,12864383.885714285,5,5983756.257142857,
864,2021.3,Germany,5983756.257142857,7,3098157.476190476,
865,2021.2,Germany,3098157.476190476,5,910524.3428571429,
866,2021.1,Germany,910524.3428571429,3,1297.404761904762,
867,2021.0,Germany,1297.404761904762,6,0.0,
868,2020.9,Germany,,189,0.0,
869,2020.8,Germany,,187,0.0,
870,2020.7,Germany,,185,0.0,
871,2020.6,Germany,,185,0.0,
872,2020.5,Germany,,185,0.0,
873,2020.4,Germany,,185,0.0,
874,2020.3,Germany,,184,0.0,
875,2020.2,Germany,,176,0.0,
876,2020.1,Germany,,32,0.0,
877,2021.4,Ghana,10747.685714285713,114,0.0,
878,2021.3,Ghana,,215,0.0,
879,2021.2,Ghana,,211,0.0,
880,2021.1,Ghana,,206,0.0,
881,2021.0,Ghana,,194,0.0,
882,2020.9,Ghana,,189,0.0,
883,2020.8,Ghana,,187,0.0,
884,2020.7,Ghana,,185,0.0,
885,2020.6,Ghana,,185,0.0,
886,2020.5,Ghana,,185,0.0,
887,2020.4,Ghana,,185,0.0,
888,2020.3,Ghana,,184,0.0,
889,2020.2,Ghana,,176,0.0,
890,2021.4,Gibraltar,11252.1,111,16383.8,
891,2021.3,Gibraltar,16383.8,79,17276.64285714286,
892,2021.2,Gibraltar,17276.64285714286,55,4702.228571428572,
893,2021.1,Gibraltar,4702.228571428572,42,0.0,
894,2021.0,Gibraltar,,194,0.0,
895,2021.4,Greece,1820561.5714285714,27,725819.9428571429,
896,2021.3,Greece,725819.9428571429,29,367463.1666666667,
897,2021.2,Greece,367463.1666666667,25,75519.82857142857,
898,2021.1,Greece,75519.82857142857,23,0.047619047619047616,
899,2021.0,Greece,0.047619047619047616,26,0.0,
900,2020.9,Greece,,189,0.0,
901,2020.8,Greece,,187,0.0,
902,2020.7,Greece,,185,0.0,
903,2020.6,Greece,,185,0.0,
904,2020.5,Greece,,185,0.0,
905,2020.4,Greece,,185,0.0,
906,2020.3,Greece,,184,0.0,
907,2020.2,Greece,,176,0.0,
908,2021.4,Greenland,5399.969696969697,128,2342.4857142857145,
909,2021.3,Greenland,2342.4857142857145,104,28.642857142857142,
910,2021.2,Greenland,28.642857142857142,99,0.0,
911,2021.1,Greenland,,206,0.0,
912,2021.4,Grenada,862.8285714285714,157,328.74285714285713,
913,2021.3,Grenada,328.74285714285713,121,0.047619047619047616,
914,2021.2,Grenada,0.047619047619047616,105,0.0,
915,2021.1,Grenada,,206,0.0,
916,2021.0,Grenada,,194,0.0,
917,2020.9,Grenada,,189,0.0,
918,2020.8,Grenada,,187,0.0,
919,2020.7,Grenada,,185,0.0,
920,2020.6,Grenada,,185,0.0,
921,2020.5,Grenada,,185,0.0,
922,2020.4,Grenada,,185,0.0,
923,2020.3,Grenada,,184,0.0,
924,2020.2,Grenada,,176,0.0,
925,2021.4,Guatemala,52170.25714285715,89,1703.3714285714286,
926,2021.3,Guatemala,1703.3714285714286,106,194.71428571428572,
927,2021.2,Guatemala,194.71428571428572,92,0.0,
928,2021.1,Guatemala,,206,0.0,
929,2021.0,Guatemala,,194,0.0,
930,2020.9,Guatemala,,189,0.0,
931,2020.8,Guatemala,,187,0.0,
932,2020.7,Guatemala,,185,0.0,
933,2020.6,Guatemala,,185,0.0,
934,2020.5,Guatemala,,185,0.0,
935,2020.4,Guatemala,,185,0.0,
936,2020.3,Guatemala,,184,0.0,
937,2020.2,Guatemala,,176,0.0,
938,2021.4,Guernsey,,215,952.6,
939,2021.3,Guernsey,952.6,112,187.6904761904762,
940,2021.2,Guernsey,187.6904761904762,93,308.48275862068965,
941,2021.1,Guernsey,308.48275862068965,53,0.0,
942,2021.4,Guinea,34180.885714285716,97,21826.485714285714,
943,2021.3,Guinea,21826.485714285714,77,63.142857142857146,
944,2021.2,Guinea,63.142857142857146,97,0.0,
945,2021.1,Guinea,,206,0.0,
946,2021.0,Guinea,,194,0.0,
947,2020.9,Guinea,,189,0.0,
948,2020.8,Guinea,,187,0.0,
949,2020.7,Guinea,,185,0.0,
950,2020.6,Guinea,,185,0.0,
951,2020.5,Guinea,,185,0.0,
952,2020.4,Guinea,,185,0.0,
953,2020.3,Guinea,,184,0.0,
954,2020.2,Guinea,,176,0.0,
955,2021.4,Guinea-Bissau,,215,0.0,
956,2021.3,Guinea-Bissau,,215,0.0,
957,2021.2,Guinea-Bissau,,211,0.0,
958,2021.1,Guinea-Bissau,,206,0.0,
959,2021.0,Guinea-Bissau,,194,0.0,
960,2020.9,Guinea-Bissau,,189,0.0,
961,2020.8,Guinea-Bissau,,187,0.0,
962,2020.7,Guinea-Bissau,,185,0.0,
963,2020.6,Guinea-Bissau,,185,0.0,
964,2020.5,Guinea-Bissau,,185,0.0,
965,2020.4,Guinea-Bissau,,185,0.0,
966,2020.3,Guinea-Bissau,,184,0.0,
967,2020.2,Guinea-Bissau,,176,0.0,
968,2021.4,Guyana,10517.171428571428,115,227.74285714285713,
969,2021.3,Guyana,227.74285714285713,125,0.0,
970,2021.2,Guyana,,211,0.0,
971,2021.1,Guyana,,206,0.0,
972,2021.0,Guyana,,194,0.0,
973,2020.9,Guyana,,189,0.0,
974,2020.8,Guyana,,187,0.0,
975,2020.7,Guyana,,185,0.0,
976,2020.6,Guyana,,185,0.0,
977,2020.5,Guyana,,185,0.0,
978,2020.4,Guyana,,185,0.0,
979,2020.3,Guyana,,184,0.0,
980,2020.2,Guyana,,176,0.0,
981,2021.4,Haiti,,215,0.0,
982,2021.3,Haiti,,215,0.0,
983,2021.2,Haiti,,211,0.0,
984,2021.1,Haiti,,206,0.0,
985,2021.0,Haiti,,194,0.0,
986,2020.9,Haiti,,189,0.0,
987,2020.8,Haiti,,187,0.0,
988,2020.7,Haiti,,185,0.0,
989,2020.6,Haiti,,185,0.0,
990,2020.5,Haiti,,185,0.0,
991,2020.4,Haiti,,185,0.0,
992,2020.3,Haiti,,184,0.0,
993,2020.2,Haiti,,176,0.0,
994,2021.4,Honduras,7482.257142857143,120,75.4,
995,2021.3,Honduras,75.4,132,0.0,
996,2021.2,Honduras,,211,0.0,
997,2021.1,Honduras,,206,0.0,
998,2021.0,Honduras,,194,0.0,
999,2020.9,Honduras,,189,0.0,
1000,2020.8,Honduras,,187,0.0,
1001,2020.7,Honduras,,185,0.0,
1002,2020.6,Honduras,,185,0.0,
1003,2020.5,Honduras,,185,0.0,
1004,2020.4,Honduras,,185,0.0,
1005,2020.3,Honduras,,184,0.0,
1006,2020.2,Honduras,,176,0.0,
1007,2021.4,Hong Kong,950322.6571428571,39,401066.3714285714,
1008,2021.3,Hong Kong,401066.3714285714,39,9545.357142857143,
1009,2021.2,Hong Kong,9545.357142857143,61,0.0,
1010,2021.1,Hong Kong,,206,0.0,
1011,2021.0,Hong Kong,,194,0.0,
1012,2020.9,Hong Kong,,189,0.0,
1013,2020.8,Hong Kong,,187,0.0,
1014,2020.7,Hong Kong,,185,0.0,
1015,2020.6,Hong Kong,,185,0.0,
1016,2020.5,Hong Kong,,185,0.0,
1017,2020.4,Hong Kong,,185,0.0,
1018,2020.3,Hong Kong,,184,0.0,
1019,2020.2,Hong Kong,,176,0.0,
1020,2020.1,Hong Kong,,32,0.0,
1021,2021.4,Hungary,2365983.657142857,22,1518716.3714285714,
1022,2021.3,Hungary,1518716.3714285714,18,438318.7619047619,
1023,2021.2,Hungary,438318.7619047619,21,82987.71428571429,
1024,2021.1,Hungary,82987.71428571429,21,0.0,
1025,2021.0,Hungary,,194,0.0,
1026,2020.9,Hungary,,189,0.0,
1027,2020.8,Hungary,,187,0.0,
1028,2020.7,Hungary,,185,0.0,
1029,2020.6,Hungary,,185,0.0,
1030,2020.5,Hungary,,185,0.0,
1031,2020.4,Hungary,,185,0.0,
1032,2020.3,Hungary,,184,0.0,
1033,2020.2,Hungary,,176,0.0,
1034,2021.4,Iceland,39202.31428571429,95,14023.371428571429,
1035,2021.3,Iceland,14023.371428571429,84,8379.666666666666,
1036,2021.2,Iceland,8379.666666666666,64,1971.5142857142857,
1037,2021.1,Iceland,1971.5142857142857,46,0.0,
1038,2021.0,Iceland,,194,0.0,
1039,2020.9,Iceland,,189,0.0,
1040,2020.8,Iceland,,187,0.0,
1041,2020.7,Iceland,,185,0.0,
1042,2020.6,Iceland,,185,0.0,
1043,2020.5,Iceland,,185,0.0,
1044,2020.4,Iceland,,185,0.0,
1045,2020.3,Iceland,,184,0.0,
1046,2020.2,Iceland,,176,0.0,
1047,2021.4,India,41309216.8,2,18925391.514285713,
1048,2021.3,India,18925391.514285713,2,5800046.476190476,
1049,2021.2,India,5800046.476190476,2,106305.62857142858,
1050,2021.1,India,106305.62857142858,16,0.0,
1051,2021.0,India,,194,0.0,
1052,2020.9,India,,189,0.0,
1053,2020.8,India,,187,0.0,
1054,2020.7,India,,185,0.0,
1055,2020.6,India,,185,0.0,
1056,2020.5,India,,185,0.0,
1057,2020.4,India,,185,0.0,
1058,2020.3,India,,184,0.0,
1059,2020.2,India,,176,0.0,
1060,2020.1,India,,32,0.0,
1061,2021.4,Indonesia,7732739.914285715,11,4534899.857142857,
1062,2021.3,Indonesia,4534899.857142857,13,1527014.5,
1063,2021.2,Indonesia,1527014.5,11,158427.54285714286,
1064,2021.1,Indonesia,158427.54285714286,13,0.0,
1065,2021.0,Indonesia,,194,0.0,
1066,2020.9,Indonesia,,189,0.0,
1067,2020.8,Indonesia,,187,0.0,
1068,2020.7,Indonesia,,185,0.0,
1069,2020.6,Indonesia,,185,0.0,
1070,2020.5,Indonesia,,185,0.0,
1071,2020.4,Indonesia,,185,0.0,
1072,2020.3,Indonesia,,184,0.0,
1073,2020.2,Indonesia,,176,0.0,
1074,2021.4,Iran,48093.97142857143,91,46204.08571428571,
1075,2021.3,Iran,46204.08571428571,67,0.0,
1076,2021.2,Iran,,211,0.0,
1077,2021.1,Iran,,206,0.0,
1078,2021.0,Iran,,194,0.0,
1079,2020.9,Iran,,189,0.0,
1080,2020.8,Iran,,187,0.0,
1081,2020.7,Iran,,185,0.0,
1082,2020.6,Iran,,185,0.0,
1083,2020.5,Iran,,185,0.0,
1084,2020.4,Iran,,185,0.0,
1085,2020.3,Iran,,184,0.0,
1086,2020.2,Iran,,176,0.0,
1087,2021.4,Iraq,4757.685714285714,131,0.0,
1088,2021.3,Iraq,,215,0.0,
1089,2021.2,Iraq,,211,0.0,
1090,2021.1,Iraq,,206,0.0,
1091,2021.0,Iraq,,194,0.0,
1092,2020.9,Iraq,,189,0.0,
1093,2020.8,Iraq,,187,0.0,
1094,2020.7,Iraq,,185,0.0,
1095,2020.6,Iraq,,185,0.0,
1096,2020.5,Iraq,,185,0.0,
1097,2020.4,Iraq,,185,0.0,
1098,2020.3,Iraq,,184,0.0,
1099,2020.2,Iraq,,176,0.0,
1100,2021.4,Ireland,29167.428571428572,99,321729.4857142857,
1101,2021.3,Ireland,321729.4857142857,42,170974.7619047619,
1102,2021.2,Ireland,170974.7619047619,32,48201.28571428572,
1103,2021.1,Ireland,48201.28571428572,24,0.0,
1104,2021.0,Ireland,,194,0.0,
1105,2020.9,Ireland,,189,0.0,
1106,2020.8,Ireland,,187,0.0,
1107,2020.7,Ireland,,185,0.0,
1108,2020.6,Ireland,,185,0.0,
1109,2020.5,Ireland,,185,0.0,
1110,2020.4,Ireland,,185,0.0,
1111,2020.3,Ireland,,184,0.0,
1112,2020.2,Ireland,,176,0.0,
1113,2021.4,Isle of Man,11644.90322580645,110,13342.228571428572,
1114,2021.3,Isle of Man,13342.228571428572,85,7327.166666666667,
1115,2021.2,Isle of Man,7327.166666666667,65,1550.65625,
1116,2021.1,Isle of Man,1550.65625,47,0.0,
1117,2021.5,Israel,,1,5121586.114285714,
1118,2021.4,Israel,5121586.114285714,16,4998519.085714285,
1119,2021.3,Israel,4998519.085714285,11,4150826.761904762,
1120,2021.2,Israel,4150826.761904762,3,1938144.0285714285,
1121,2021.1,Israel,1938144.0285714285,2,28562.97619047619,
1122,2021.0,Israel,28562.97619047619,3,0.0,
1123,2020.9,Israel,,189,0.0,
1124,2020.8,Israel,,187,0.0,
1125,2020.7,Israel,,185,0.0,
1126,2020.6,Israel,,185,0.0,
1127,2020.5,Israel,,185,0.0,
1128,2020.4,Israel,,185,0.0,
1129,2020.3,Israel,,184,0.0,
1130,2020.2,Israel,,176,0.0,
1131,2021.4,Italy,11062938.971428571,8,5142045.914285715,
1132,2021.3,Italy,5142045.914285715,10,2212878.619047619,
1133,2021.2,Italy,2212878.619047619,8,808480.0571428571,
1134,2021.1,Italy,808480.0571428571,4,70.26190476190476,
1135,2021.0,Italy,70.26190476190476,9,0.0,
1136,2020.9,Italy,,189,0.0,
1137,2020.8,Italy,,187,0.0,
1138,2020.7,Italy,,185,0.0,
1139,2020.6,Italy,,185,0.0,
1140,2020.5,Italy,,185,0.0,
1141,2020.4,Italy,,185,0.0,
1142,2020.3,Italy,,184,0.0,
1143,2020.2,Italy,,176,0.0,
1144,2020.1,Italy,,32,0.0,
1145,2021.4,Jamaica,1881.0,141,0.0,
1146,2021.3,Jamaica,,215,0.0,
1147,2021.2,Jamaica,,211,0.0,
1148,2021.1,Jamaica,,206,0.0,
1149,2021.0,Jamaica,,194,0.0,
1150,2020.9,Jamaica,,189,0.0,
1151,2020.8,Jamaica,,187,0.0,
1152,2020.7,Jamaica,,185,0.0,
1153,2020.6,Jamaica,,185,0.0,
1154,2020.5,Jamaica,,185,0.0,
1155,2020.4,Jamaica,,185,0.0,
1156,2020.3,Jamaica,,184,0.0,
1157,2020.2,Jamaica,,176,0.0,
1158,2021.4,Japan,2262870.057142857,23,437308.1142857143,
1159,2021.3,Japan,437308.1142857143,37,20978.666666666668,
1160,2021.2,Japan,20978.666666666668,52,0.0,
1161,2021.1,Japan,,206,0.0,
1162,2021.0,Japan,,194,0.0,
1163,2020.9,Japan,,189,0.0,
1164,2020.8,Japan,,187,0.0,
1165,2020.7,Japan,,185,0.0,
1166,2020.6,Japan,,185,0.0,
1167,2020.5,Japan,,185,0.0,
1168,2020.4,Japan,,185,0.0,
1169,2020.3,Japan,,184,0.0,
1170,2020.2,Japan,,176,0.0,
1171,2020.1,Japan,,32,0.0,
1172,2021.4,Jersey,12714.285714285714,106,3396.9142857142856,
1173,2021.3,Jersey,3396.9142857142856,99,2379.2272727272725,
1174,2021.2,Jersey,2379.2272727272725,73,0.0,
1175,2021.4,Jordan,139560.4,73,24944.14285714286,
1176,2021.3,Jordan,24944.14285714286,75,8746.690476190477,
1177,2021.2,Jordan,8746.690476190477,62,0.0,
1178,2021.1,Jordan,,206,0.0,
1179,2021.0,Jordan,,194,0.0,
1180,2020.9,Jordan,,189,0.0,
1181,2020.8,Jordan,,187,0.0,
1182,2020.7,Jordan,,185,0.0,
1183,2020.6,Jordan,,185,0.0,
1184,2020.5,Jordan,,185,0.0,
1185,2020.4,Jordan,,185,0.0,
1186,2020.3,Jordan,,184,0.0,
1187,2020.2,Jordan,,176,0.0,
1188,2021.4,Kazakhstan,869644.9142857143,41,71894.17142857143,
1189,2021.3,Kazakhstan,71894.17142857143,62,956.9285714285714,
1190,2021.2,Kazakhstan,956.9285714285714,82,0.0,
1191,2021.1,Kazakhstan,,206,0.0,
1192,2021.0,Kazakhstan,,194,0.0,
1193,2020.9,Kazakhstan,,189,0.0,
1194,2020.8,Kazakhstan,,187,0.0,
1195,2020.7,Kazakhstan,,185,0.0,
1196,2020.6,Kazakhstan,,185,0.0,
1197,2020.5,Kazakhstan,,185,0.0,
1198,2020.4,Kazakhstan,,185,0.0,
1199,2020.3,Kazakhstan,,184,0.0,
1200,2020.2,Kazakhstan,,176,0.0,
1201,2021.4,Kenya,12103.028571428571,108,0.0,
1202,2021.3,Kenya,,215,0.0,
1203,2021.2,Kenya,,211,0.0,
1204,2021.1,Kenya,,206,0.0,
1205,2021.0,Kenya,,194,0.0,
1206,2020.9,Kenya,,189,0.0,
1207,2020.8,Kenya,,187,0.0,
1208,2020.7,Kenya,,185,0.0,
1209,2020.6,Kenya,,185,0.0,
1210,2020.5,Kenya,,185,0.0,
1211,2020.4,Kenya,,185,0.0,
1212,2020.3,Kenya,,184,0.0,
1213,2020.2,Kenya,,176,0.0,
1214,2021.4,Kiribati,,215,0.0,
1215,2021.4,Kosovo,,215,0.0,
1216,2021.3,Kosovo,,215,0.0,
1217,2021.2,Kosovo,,211,0.0,
1218,2021.1,Kosovo,,206,0.0,
1219,2021.0,Kosovo,,194,0.0,
1220,2020.9,Kosovo,,189,0.0,
1221,2020.8,Kosovo,,187,0.0,
1222,2020.7,Kosovo,,185,0.0,
1223,2020.6,Kosovo,,185,0.0,
1224,2020.5,Kosovo,,185,0.0,
1225,2020.4,Kosovo,,185,0.0,
1226,2020.3,Kosovo,,184,0.0,
1227,2020.2,Kosovo,,176,0.0,
1228,2021.4,Kuwait,,215,1085.7142857142858,
1229,2021.3,Kuwait,1085.7142857142858,111,2714.285714285714,
1230,2021.2,Kuwait,2714.285714285714,72,1085.7142857142858,
1231,2021.1,Kuwait,1085.7142857142858,50,0.0,
1232,2021.0,Kuwait,,194,0.0,
1233,2020.9,Kuwait,,189,0.0,
1234,2020.8,Kuwait,,187,0.0,
1235,2020.7,Kuwait,,185,0.0,
1236,2020.6,Kuwait,,185,0.0,
1237,2020.5,Kuwait,,185,0.0,
1238,2020.4,Kuwait,,185,0.0,
1239,2020.3,Kuwait,,184,0.0,
1240,2020.2,Kuwait,,176,0.0,
1241,2021.4,Kyrgyzstan,1526.0,146,24.514285714285716,
1242,2021.3,Kyrgyzstan,24.514285714285716,134,0.0,
1243,2021.2,Kyrgyzstan,,211,0.0,
1244,2021.1,Kyrgyzstan,,206,0.0,
1245,2021.0,Kyrgyzstan,,194,0.0,
1246,2020.9,Kyrgyzstan,,189,0.0,
1247,2020.8,Kyrgyzstan,,187,0.0,
1248,2020.7,Kyrgyzstan,,185,0.0,
1249,2020.6,Kyrgyzstan,,185,0.0,
1250,2020.5,Kyrgyzstan,,185,0.0,
1251,2020.4,Kyrgyzstan,,185,0.0,
1252,2020.3,Kyrgyzstan,,184,0.0,
1253,2020.2,Kyrgyzstan,,176,0.0,
1254,2021.4,Laos,135983.4,74,9280.942857142858,
1255,2021.3,Laos,9280.942857142858,89,0.0,
1256,2021.2,Laos,,211,0.0,
1257,2021.1,Laos,,206,0.0,
1258,2021.0,Laos,,194,0.0,
1259,2020.9,Laos,,189,0.0,
1260,2020.8,Laos,,187,0.0,
1261,2020.7,Laos,,185,0.0,
1262,2020.6,Laos,,185,0.0,
1263,2020.5,Laos,,185,0.0,
1264,2020.4,Laos,,185,0.0,
1265,2020.3,Laos,,184,0.0,
1266,2020.2,Laos,,176,0.0,
1267,2021.4,Latvia,243687.2,65,41843.114285714284,
1268,2021.3,Latvia,41843.114285714284,68,19480.64285714286,
1269,2021.2,Latvia,19480.64285714286,53,10187.028571428571,
1270,2021.1,Latvia,10187.028571428571,35,0.16666666666666666,
1271,2021.0,Latvia,0.16666666666666666,24,0.0,
1272,2020.9,Latvia,,189,0.0,
1273,2020.8,Latvia,,187,0.0,
1274,2020.7,Latvia,,185,0.0,
1275,2020.6,Latvia,,185,0.0,
1276,2020.5,Latvia,,185,0.0,
1277,2020.4,Latvia,,185,0.0,
1278,2020.3,Latvia,,184,0.0,
1279,2020.2,Latvia,,176,0.0,
1280,2020.1,Latvia,,32,0.0,
1281,2021.4,Lebanon,224858.0,67,109414.0,
1282,2021.3,Lebanon,109414.0,57,31570.904761904763,
1283,2021.2,Lebanon,31570.904761904763,49,0.0,
1284,2021.1,Lebanon,,206,0.0,
1285,2021.0,Lebanon,,194,0.0,
1286,2020.9,Lebanon,,189,0.0,
1287,2020.8,Lebanon,,187,0.0,
1288,2020.7,Lebanon,,185,0.0,
1289,2020.6,Lebanon,,185,0.0,
1290,2020.5,Lebanon,,185,0.0,
1291,2020.4,Lebanon,,185,0.0,
1292,2020.3,Lebanon,,184,0.0,
1293,2020.2,Lebanon,,176,0.0,
1294,2021.4,Lesotho,3.4857142857142858,176,0.0,
1295,2021.3,Lesotho,,215,0.0,
1296,2021.2,Lesotho,,211,0.0,
1297,2021.1,Lesotho,,206,0.0,
1298,2021.0,Lesotho,,194,0.0,
1299,2020.9,Lesotho,,189,0.0,
1300,2020.8,Lesotho,,187,0.0,
1301,2020.7,Lesotho,,185,0.0,
1302,2020.6,Lesotho,,185,0.0,
1303,2020.5,Lesotho,,185,0.0,
1304,2020.4,Lesotho,,185,0.0,
1305,2021.4,Liberia,17.34285714285714,175,0.0,
1306,2021.3,Liberia,,215,0.0,
1307,2021.2,Liberia,,211,0.0,
1308,2021.1,Liberia,,206,0.0,
1309,2021.0,Liberia,,194,0.0,
1310,2020.9,Liberia,,189,0.0,
1311,2020.8,Liberia,,187,0.0,
1312,2020.7,Liberia,,185,0.0,
1313,2020.6,Liberia,,185,0.0,
1314,2020.5,Liberia,,185,0.0,
1315,2020.4,Liberia,,185,0.0,
1316,2020.3,Liberia,,184,0.0,
1317,2020.2,Liberia,,176,0.0,
1318,2021.4,Libya,,215,0.0,
1319,2021.3,Libya,,215,0.0,
1320,2021.2,Libya,,211,0.0,
1321,2021.1,Libya,,206,0.0,
1322,2021.0,Libya,,194,0.0,
1323,2020.9,Libya,,189,0.0,
1324,2020.8,Libya,,187,0.0,
1325,2020.7,Libya,,185,0.0,
1326,2020.6,Libya,,185,0.0,
1327,2020.5,Libya,,185,0.0,
1328,2020.4,Libya,,185,0.0,
1329,2020.3,Libya,,184,0.0,
1330,2020.2,Libya,,176,0.0,
1331,2021.4,Liechtenstein,6982.2,123,3509.7428571428572,
1332,2021.3,Liechtenstein,3509.7428571428572,97,1210.0238095238096,
1333,2021.2,Liechtenstein,1210.0238095238096,79,141.02857142857144,
1334,2021.1,Liechtenstein,141.02857142857144,56,0.0,
1335,2021.0,Liechtenstein,,194,0.0,
1336,2020.9,Liechtenstein,,189,0.0,
1337,2020.8,Liechtenstein,,187,0.0,
1338,2020.7,Liechtenstein,,185,0.0,
1339,2020.6,Liechtenstein,,185,0.0,
1340,2020.5,Liechtenstein,,185,0.0,
1341,2020.4,Liechtenstein,,185,0.0,
1342,2020.3,Liechtenstein,,184,0.0,
1343,2020.2,Liechtenstein,,176,0.0,
1344,2021.4,Lithuania,579479.4,48,252625.3142857143,
1345,2021.3,Lithuania,252625.3142857143,43,113061.04761904762,
1346,2021.2,Lithuania,113061.04761904762,34,35641.91428571429,
1347,2021.1,Lithuania,35641.91428571429,26,25.976190476190474,
1348,2021.0,Lithuania,25.976190476190474,12,0.0,
1349,2020.9,Lithuania,,189,0.0,
1350,2020.8,Lithuania,,187,0.0,
1351,2020.7,Lithuania,,185,0.0,
1352,2020.6,Lithuania,,185,0.0,
1353,2020.5,Lithuania,,185,0.0,
1354,2020.4,Lithuania,,185,0.0,
1355,2020.3,Lithuania,,184,0.0,
1356,2020.2,Lithuania,,176,0.0,
1357,2021.4,Luxembourg,62232.45714285714,81,32380.657142857144,
1358,2021.3,Luxembourg,32380.657142857144,72,10348.261904761905,
1359,2021.2,Luxembourg,10348.261904761905,58,2249.057142857143,
1360,2021.1,Luxembourg,2249.057142857143,45,0.0,
1361,2021.0,Luxembourg,,194,0.0,
1362,2020.9,Luxembourg,,189,0.0,
1363,2020.8,Luxembourg,,187,0.0,
1364,2020.7,Luxembourg,,185,0.0,
1365,2020.6,Luxembourg,,185,0.0,
1366,2020.5,Luxembourg,,185,0.0,
1367,2020.4,Luxembourg,,185,0.0,
1368,2020.3,Luxembourg,,184,0.0,
1369,2020.2,Luxembourg,,176,0.0,
1370,2021.4,Macao,58430.97142857143,88,29291.257142857143,
1371,2021.3,Macao,29291.257142857143,74,0.0,
1372,2021.2,Macao,,211,0.0,
1373,2021.1,Macao,,206,0.0,
1374,2021.4,Madagascar,,215,0.0,
1375,2021.3,Madagascar,,215,0.0,
1376,2021.2,Madagascar,,211,0.0,
1377,2021.1,Madagascar,,206,0.0,
1378,2021.0,Madagascar,,194,0.0,
1379,2020.9,Madagascar,,189,0.0,
1380,2020.8,Madagascar,,187,0.0,
1381,2020.7,Madagascar,,185,0.0,
1382,2020.6,Madagascar,,185,0.0,
1383,2020.5,Madagascar,,185,0.0,
1384,2020.4,Madagascar,,185,0.0,
1385,2020.3,Madagascar,,184,0.0,
1386,2020.2,Madagascar,,176,0.0,
1387,2021.4,Malawi,543.6571428571428,163,0.0,
1388,2021.3,Malawi,,215,0.0,
1389,2021.2,Malawi,,211,0.0,
1390,2021.1,Malawi,,206,0.0,
1391,2021.0,Malawi,,194,0.0,
1392,2020.9,Malawi,,189,0.0,
1393,2020.8,Malawi,,187,0.0,
1394,2020.7,Malawi,,185,0.0,
1395,2020.6,Malawi,,185,0.0,
1396,2020.5,Malawi,,185,0.0,
1397,2020.4,Malawi,,185,0.0,
1398,2020.3,Malawi,,184,0.0,
1399,2020.2,Malawi,,176,0.0,
1400,2021.4,Malaysia,737913.6285714286,45,474384.45714285714,
1401,2021.3,Malaysia,474384.45714285714,34,54084.69047619047,
1402,2021.2,Malaysia,54084.69047619047,44,0.0,
1403,2021.1,Malaysia,,206,0.0,
