,name,year,value,lastValue,rank
0,Afghanistan,2020.2,203.0,0.0,101
1,Afghanistan,2020.3,9537.0,203.0,75
2,Afghanistan,2020.4,96483.0,9537.0,45
3,Afghanistan,2020.5,226442.0,96483.0,44
4,Afghanistan,2020.6,258809.0,226442.0,54
5,Afghanistan,2020.7,270371.0,258809.0,63
6,Afghanistan,2020.8,284730.0,270371.0,76
7,Afghanistan,2020.9,320115.0,284730.0,88
8,Afghanistan,2021.0,373176.0,320115.0,91
9,Afghanistan,2021.1,388130.0,373176.0,97
10,Afghanistan,2021.2,393755.0,388130.0,103
11,Afghanistan,2021.3,418277.0,393755.0,106
12,Afghanistan,2021.4,484852.0,418277.0,105
26,Albania,2020.2,517.0,33650803.0,80
27,Albania,2020.3,4758.0,517.0,95
28,Albania,2020.4,7656.0,4758.0,107
29,Albania,2020.5,19205.0,7656.0,101
30,Albania,2020.6,43028.0,19205.0,96
31,Albania,2020.7,77196.0,43028.0,92
32,Albania,2020.8,129865.0,77196.0,93
33,Albania,2020.9,253686.0,129865.0,91
34,Albania,2021.0,435973.0,253686.0,87
35,Albania,2021.1,635722.0,435973.0,83
36,Albania,2021.2,862319.0,635722.0,82
37,Albania,2021.3,917356.0,862319.0,83
38,Albania,2021.4,925943.0,917356.0,88
39,Algeria,2020.2,881.0,925943.0,67
40,Algeria,2020.3,22010.0,881.0,55
41,Algeria,2020.4,63859.0,22010.0,55
42,Algeria,2020.5,105751.0,63859.0,60
43,Algeria,2020.6,238905.0,105751.0,56
44,Algeria,2020.7,334151.0,238905.0,56
45,Algeria,2020.8,389339.0,334151.0,64
46,Algeria,2020.9,560935.0,389339.0,76
47,Algeria,2021.0,711458.0,560935.0,78
48,Algeria,2021.1,771811.0,711458.0,80
49,Algeria,2021.2,816519.0,771811.0,83
50,Algeria,2021.3,854448.0,816519.0,85
51,Algeria,2021.4,897225.0,854448.0,90
52,Andorra,2020.2,540.0,897225.0,77
53,Andorra,2020.3,5113.0,540.0,91
54,Andorra,2020.4,5346.0,5113.0,123
55,Andorra,2020.5,5985.0,5346.0,140
56,Andorra,2020.6,6650.0,5985.0,150
57,Andorra,2020.7,9333.0,6650.0,154
58,Andorra,2020.8,27684.0,9333.0,138
59,Andorra,2020.9,45990.0,27684.0,128
60,Andorra,2021.0,59251.0,45990.0,132
61,Andorra,2021.1,72986.0,59251.0,134
62,Andorra,2021.2,82195.0,72986.0,133
63,Andorra,2021.3,92508.0,82195.0,136
64,Andorra,2021.4,95823.0,92508.0,138
65,Angola,2020.2,8.0,95823.0,158
66,Angola,2020.3,177.0,8.0,159
67,Angola,2020.4,552.0,177.0,166
68,Angola,2020.5,2256.0,552.0,157
69,Angola,2020.6,10683.0,2256.0,135
70,Angola,2020.7,22783.0,10683.0,128
71,Angola,2020.8,61849.0,22783.0,113
72,Angola,2020.9,104820.0,61849.0,108
73,Angola,2021.0,126263.0,104820.0,113
74,Angola,2021.1,142004.0,126263.0,117
75,Angola,2021.2,153711.0,142004.0,121
76,Angola,2021.3,186134.0,153711.0,122
77,Angola,2021.4,236919.0,186134.0,119
78,Anguilla,2021.1,0.0,236919.0,208
79,Anguilla,2021.2,0.0,0.0,212
80,Anguilla,2021.3,0.0,0.0,217
81,Anguilla,2021.4,0.0,0.0,218
82,Antigua and Barbuda,2020.2,9.0,0.0,151
83,Antigua and Barbuda,2020.3,167.0,9.0,160
84,Antigua and Barbuda,2020.4,177.0,167.0,171
85,Antigua and Barbuda,2020.5,481.0,177.0,174
86,Antigua and Barbuda,2020.6,644.0,481.0,177
87,Antigua and Barbuda,2020.7,665.0,644.0,178
88,Antigua and Barbuda,2020.8,857.0,665.0,178
89,Antigua and Barbuda,2020.9,984.0,857.0,179
90,Antigua and Barbuda,2021.0,1174.0,984.0,180
91,Antigua and Barbuda,2021.1,2763.0,1174.0,179
92,Antigua and Barbuda,2021.2,7771.0,2763.0,174
93,Antigua and Barbuda,2021.3,8624.0,7771.0,175
94,Antigua and Barbuda,2021.4,8811.0,8624.0,179
95,Argentina,2020.0,0.0,8811.0,4
96,Argentina,2020.1,0.0,0.0,42
97,Argentina,2020.2,1097.0,0.0,59
98,Argentina,2020.3,24892.0,1097.0,54
99,Argentina,2020.4,107762.0,24892.0,44
100,Argentina,2020.5,508092.0,107762.0,23
101,Argentina,2020.6,1640267.0,508092.0,19
102,Argentina,2020.7,3739694.0,1640267.0,10
103,Argentina,2020.8,7453568.0,3739694.0,6
104,Argentina,2020.9,9835606.0,7453568.0,9
105,Argentina,2021.0,11899806.0,9835606.0,12
106,Argentina,2021.1,14094578.0,11899806.0,12
107,Argentina,2021.2,16033217.0,14094578.0,12
108,Argentina,2021.3,20786671.0,16033217.0,11
109,Argentina,2021.4,25842164.0,20786671.0,9
110,Armenia,2020.2,1002.0,25842164.0,61
111,Armenia,2020.3,11224.0,1002.0,69
112,Armenia,2020.4,59769.0,11224.0,57
113,Armenia,2020.5,191027.0,59769.0,50
114,Armenia,2020.6,279716.0,191027.0,51
115,Armenia,2020.7,318440.0,279716.0,59
116,Armenia,2020.8,511540.0,318440.0,57
117,Armenia,2020.9,923309.0,511540.0,52
118,Armenia,2021.0,1130079.0,923309.0,57
119,Armenia,2021.1,1181746.0,1130079.0,65
120,Armenia,2021.2,1317689.0,1181746.0,70
121,Armenia,2021.3,1510995.0,1317689.0,70
122,Armenia,2021.4,1557191.0,1510995.0,74
123,Aruba,2021.2,0.0,1557191.0,212
124,Aruba,2021.3,0.0,0.0,217
125,Aruba,2021.4,0.0,0.0,218
140,Australia,2020.1,100.0,353942620.0,9
141,Australia,2020.2,6794.0,100.0,21
142,Australia,2020.3,46765.0,6794.0,43
143,Australia,2020.4,50253.0,46765.0,63
144,Australia,2020.5,58028.0,50253.0,72
145,Australia,2020.6,144499.0,58028.0,69
146,Australia,2020.7,186242.0,144499.0,72
147,Australia,2020.8,192449.0,186242.0,85
148,Australia,2020.9,195183.0,192449.0,96
149,Australia,2021.0,200078.0,195183.0,101
150,Australia,2021.1,202232.0,200078.0,112
151,Australia,2021.2,204773.0,202232.0,115
152,Australia,2021.3,208644.0,204773.0,121
153,Australia,2021.4,210585.0,208644.0,122
154,Austria,2020.2,18249.0,210585.0,12
155,Austria,2020.3,105518.0,18249.0,23
156,Austria,2020.4,116580.0,105518.0,40
157,Austria,2020.5,126440.0,116580.0,57
158,Austria,2020.6,152638.0,126440.0,67
159,Austria,2020.7,223134.0,152638.0,68
160,Austria,2020.8,525226.0,223134.0,56
161,Austria,2020.9,1890077.0,525226.0,35
162,Austria,2021.0,2635485.0,1890077.0,35
163,Austria,2021.1,3014166.0,2635485.0,35
164,Austria,2021.2,3709722.0,3014166.0,37
165,Austria,2021.3,4328085.0,3709722.0,37
166,Austria,2021.4,4505206.0,4328085.0,38
167,Azerbaijan,2020.2,334.0,4505206.0,93
168,Azerbaijan,2020.3,11078.0,334.0,70
169,Azerbaijan,2020.4,35121.0,11078.0,67
170,Azerbaijan,2020.5,134549.0,35121.0,55
171,Azerbaijan,2020.6,233332.0,134549.0,57
172,Azerbaijan,2020.7,266102.0,233332.0,64
173,Azerbaijan,2020.8,337569.0,266102.0,71
174,Azerbaijan,2020.9,770633.0,337569.0,60
175,Azerbaijan,2021.0,1563431.0,770633.0,45
176,Azerbaijan,2021.1,1622675.0,1563431.0,53
177,Azerbaijan,2021.2,1769301.0,1622675.0,54
178,Azerbaijan,2021.3,2232162.0,1769301.0,53
179,Azerbaijan,2021.4,2334410.0,2232162.0,57
180,Bahamas,2020.2,20.0,2334410.0,135
181,Bahamas,2020.3,513.0,20.0,143
182,Bahamas,2020.4,709.0,513.0,161
183,Bahamas,2020.5,728.0,709.0,169
184,Bahamas,2020.6,5778.0,728.0,154
185,Bahamas,2020.7,19705.0,5778.0,133
186,Bahamas,2020.8,43465.0,19705.0,120
187,Bahamas,2020.9,52461.0,43465.0,126
188,Bahamas,2021.0,55743.0,52461.0,134
189,Bahamas,2021.1,58133.0,55743.0,138
190,Bahamas,2021.2,62610.0,58133.0,143
191,Bahamas,2021.3,72919.0,62610.0,147
192,Bahamas,2021.4,81786.0,72919.0,144
193,Bahrain,2020.2,2063.0,81786.0,43
194,Bahrain,2020.3,16693.0,2063.0,61
195,Bahrain,2020.4,73621.0,16693.0,50
196,Bahrain,2020.5,198464.0,73621.0,47
197,Bahrain,2020.6,302879.0,198464.0,50
198,Bahrain,2020.7,412132.0,302879.0,50
199,Bahrain,2020.8,556988.0,412132.0,55
200,Bahrain,2020.9,605451.0,556988.0,70
201,Bahrain,2021.0,664696.0,605451.0,81
202,Bahrain,2021.1,778573.0,664696.0,79
203,Bahrain,2021.2,980242.0,778573.0,79
204,Bahrain,2021.3,1238649.0,980242.0,78
205,Bahrain,2021.4,1626307.0,1238649.0,72
206,Bangladesh,2020.2,146.0,1626307.0,105
207,Bangladesh,2020.3,32356.0,146.0,48
208,Bangladesh,2020.4,299503.0,32356.0,22
209,Bangladesh,2020.5,1092123.0,299503.0,18
210,Bangladesh,2020.6,1766067.0,1092123.0,15
211,Bangladesh,2020.7,2340957.0,1766067.0,15
212,Bangladesh,2020.8,2772530.0,2340957.0,18
213,Bangladesh,2020.9,3209243.0,2772530.0,25
214,Bangladesh,2021.0,3644550.0,3209243.0,27
215,Bangladesh,2021.1,3779320.0,3644550.0,33
216,Bangladesh,2021.2,4118991.0,3779320.0,34
217,Bangladesh,2021.3,5308569.0,4118991.0,33
218,Bangladesh,2021.4,5573973.0,5308569.0,33
219,Barbados,2020.2,51.0,5573973.0,127
220,Barbados,2020.3,541.0,51.0,141
221,Barbados,2020.4,644.0,541.0,164
222,Barbados,2020.5,681.0,644.0,170
223,Barbados,2020.6,958.0,681.0,172
224,Barbados,2020.7,1264.0,958.0,173
225,Barbados,2020.8,1581.0,1264.0,175
226,Barbados,2020.9,1882.0,1581.0,175
227,Barbados,2021.0,5479.0,1882.0,170
228,Barbados,2021.1,13912.0,5479.0,165
229,Barbados,2021.2,25224.0,13912.0,163
230,Barbados,2021.3,26962.0,25224.0,163
231,Barbados,2021.4,28065.0,26962.0,167
232,Belarus,2020.2,440.0,28065.0,85
233,Belarus,2020.3,62141.0,440.0,34
234,Belarus,2020.4,285254.0,62141.0,23
235,Belarus,2020.5,440865.0,285254.0,26
236,Belarus,2020.6,480278.0,440865.0,39
237,Belarus,2020.7,516493.0,480278.0,45
238,Belarus,2020.8,638606.0,516493.0,52
239,Belarus,2020.9,922026.0,638606.0,53
240,Belarus,2021.0,1460021.0,922026.0,49
241,Belarus,2021.1,1856257.0,1460021.0,46
242,Belarus,2021.2,2213648.0,1856257.0,48
243,Belarus,2021.3,2509506.0,2213648.0,49
244,Belarus,2021.4,2739520.0,2509506.0,49
245,Belgium,2020.1,7.0,2739520.0,28
246,Belgium,2020.2,16740.0,7.0,13
247,Belgium,2020.3,308081.0,16740.0,13
248,Belgium,2020.4,406041.0,308081.0,19
249,Belgium,2020.5,432173.0,406041.0,27
250,Belgium,2020.6,508779.0,432173.0,36
251,Belgium,2020.7,641176.0,508779.0,36
252,Belgium,2020.8,2011535.0,641176.0,26
253,Belgium,2020.9,3993523.0,2011535.0,18
254,Belgium,2021.0,4620005.0,3993523.0,23
255,Belgium,2021.1,5142839.0,4620005.0,26
256,Belgium,2021.2,6016960.0,5142839.0,25
257,Belgium,2021.3,6924736.0,6016960.0,27
258,Belgium,2021.4,7399739.0,6924736.0,28
259,Belize,2020.2,1.0,7399739.0,171
260,Belize,2020.3,126.0,1.0,165
261,Belize,2020.4,126.0,126.0,181
262,Belize,2020.5,200.0,126.0,178
263,Belize,2020.6,847.0,200.0,175
264,Belize,2020.7,9965.0,847.0,153
265,Belize,2020.8,21264.0,9965.0,145
266,Belize,2020.9,39104.0,21264.0,136
267,Belize,2021.0,78381.0,39104.0,125
268,Belize,2021.1,84899.0,78381.0,130
269,Belize,2021.2,86891.0,84899.0,132
270,Belize,2021.3,88594.0,86891.0,139
271,Belize,2021.4,89532.0,88594.0,142
272,Benin,2020.2,16.0,89532.0,138
273,Benin,2020.3,398.0,16.0,149
274,Benin,2020.4,2349.0,398.0,143
275,Benin,2020.5,8393.0,2349.0,125
276,Benin,2020.6,13530.0,8393.0,130
277,Benin,2020.7,15715.0,13530.0,141
278,Benin,2020.8,17838.0,15715.0,148
279,Benin,2020.9,20801.0,17838.0,148
280,Benin,2021.0,23187.0,20801.0,152
281,Benin,2021.1,32032.0,23187.0,151
282,Benin,2021.2,49418.0,32032.0,146
283,Benin,2021.3,54709.0,49418.0,149
284,Benin,2021.4,56373.0,54709.0,151
285,Bermuda,2021.0,0.0,56373.0,195
286,Bermuda,2021.1,0.0,0.0,208
287,Bermuda,2021.2,0.0,0.0,212
288,Bermuda,2021.3,0.0,0.0,217
289,Bermuda,2021.4,0.0,0.0,218
290,Bhutan,2020.2,11.0,0.0,147
291,Bhutan,2020.3,47.0,11.0,181
292,Bhutan,2020.4,236.0,47.0,170
293,Bhutan,2020.5,546.0,236.0,173
294,Bhutan,2020.6,754.0,546.0,176
295,Bhutan,2020.7,1681.0,754.0,172
296,Bhutan,2020.8,2359.0,1681.0,170
297,Bhutan,2020.9,2758.0,2359.0,173
298,Bhutan,2021.0,5475.0,2758.0,171
299,Bhutan,2021.1,6039.0,5475.0,174
300,Bhutan,2021.2,6094.0,6039.0,177
301,Bhutan,2021.3,7588.0,6094.0,178
302,Bhutan,2021.4,10716.0,7588.0,177
303,Bolivia,2020.2,120.0,10716.0,110
304,Bolivia,2020.3,5547.0,120.0,89
305,Bolivia,2020.4,62127.0,5547.0,56
306,Bolivia,2020.5,257669.0,62127.0,40
307,Bolivia,2020.6,613505.0,257669.0,29
308,Bolivia,2020.7,875422.0,613505.0,28
309,Bolivia,2020.8,983906.0,875422.0,36
310,Bolivia,2020.9,1011229.0,983906.0,45
311,Bolivia,2021.0,1194276.0,1011229.0,56
312,Bolivia,2021.1,1642097.0,1194276.0,52
313,Bolivia,2021.2,1878966.0,1642097.0,52
314,Bolivia,2021.3,2129690.0,1878966.0,56
315,Bolivia,2021.4,2546528.0,2129690.0,52
316,Bonaire Sint Eustatius and Saba,2021.3,0.0,2546528.0,217
317,Bosnia and Herzegovina,2020.2,571.0,0.0,75
318,Bosnia and Herzegovina,2020.3,10111.0,571.0,72
319,Bosnia and Herzegovina,2020.4,17326.0,10111.0,84
320,Bosnia and Herzegovina,2020.5,34191.0,17326.0,87
321,Bosnia and Herzegovina,2020.6,94949.0,34191.0,77
322,Bosnia and Herzegovina,2020.7,159835.0,94949.0,75
323,Bosnia and Herzegovina,2020.8,269758.0,159835.0,78
324,Bosnia and Herzegovina,2020.9,596735.0,269758.0,71
325,Bosnia and Herzegovina,2021.0,801741.0,596735.0,75
326,Bosnia and Herzegovina,2021.1,876607.0,801741.0,78
327,Bosnia and Herzegovina,2021.2,1126590.0,876607.0,74
328,Bosnia and Herzegovina,2021.3,1385820.0,1126590.0,73
329,Bosnia and Herzegovina,2021.4,1426462.0,1385820.0,77
330,Botswana,2020.3,152.0,1426462.0,162
331,Botswana,2020.4,248.0,152.0,169
332,Botswana,2020.5,1826.0,248.0,160
333,Botswana,2020.6,5890.0,1826.0,153
334,Botswana,2020.7,15723.0,5890.0,140
335,Botswana,2020.8,41193.0,15723.0,121
336,Botswana,2020.9,71758.0,41193.0,117
337,Botswana,2021.0,111848.0,71758.0,115
338,Botswana,2021.1,174376.0,111848.0,114
339,Botswana,2021.2,268830.0,174376.0,109
340,Botswana,2021.3,328787.0,268830.0,108
341,Botswana,2021.4,375787.0,328787.0,110
342,Brazil,2020.2,6598.0,375787.0,22
343,Brazil,2020.3,382785.0,6598.0,11
344,Brazil,2020.4,3246183.0,382785.0,2
345,Brazil,2020.5,10690076.0,3246183.0,2
346,Brazil,2020.6,20640952.0,10690076.0,2
347,Brazil,2020.7,29872324.0,20640952.0,3
348,Brazil,2020.8,37434629.0,29872324.0,3
349,Brazil,2020.9,43668774.0,37434629.0,3
350,Brazil,2021.0,55973011.0,43668774.0,3
351,Brazil,2021.1,68249073.0,55973011.0,3
352,Brazil,2021.2,86673278.0,68249073.0,2
353,Brazil,2021.3,102472955.0,86673278.0,3
354,Brazil,2021.4,114735270.0,102472955.0,3
355,British Virgin Islands,2021.4,0.0,114735270.0,218
356,Brunei,2020.2,539.0,0.0,78
357,Brunei,2020.3,966.0,539.0,129
358,Brunei,2020.4,987.0,966.0,156
359,Brunei,2020.5,987.0,987.0,166
360,Brunei,2020.6,991.0,987.0,171
361,Brunei,2020.7,1015.0,991.0,175
362,Brunei,2020.8,1034.0,1015.0,177
363,Brunei,2020.9,1050.0,1034.0,178
364,Brunei,2021.0,1209.0,1050.0,179
365,Brunei,2021.1,1283.0,1209.0,180
366,Brunei,2021.2,1444.0,1283.0,181
367,Brunei,2021.3,1576.0,1444.0,182
368,Brunei,2021.4,1682.0,1576.0,183
369,Bulgaria,2020.2,931.0,1682.0,66
370,Bulgaria,2020.3,8240.0,931.0,81
371,Bulgaria,2020.4,17396.0,8240.0,83
372,Bulgaria,2020.5,38286.0,17396.0,86
373,Bulgaria,2020.6,91605.0,38286.0,78
374,Bulgaria,2020.7,124015.0,91605.0,81
375,Bulgaria,2020.8,252230.0,124015.0,81
376,Bulgaria,2020.9,968524.0,252230.0,49
377,Bulgaria,2021.0,1453101.0,968524.0,51
378,Bulgaria,2021.1,1600031.0,1453101.0,54
379,Bulgaria,2021.2,2265967.0,1600031.0,46
380,Bulgaria,2021.3,2827573.0,2265967.0,44
381,Bulgaria,2021.4,2925656.0,2827573.0,47
382,Burkina Faso,2020.2,346.0,2925656.0,91
383,Burkina Faso,2020.3,4350.0,346.0,99
384,Burkina Faso,2020.4,5912.0,4350.0,120
385,Burkina Faso,2020.5,6845.0,5912.0,132
386,Burkina Faso,2020.6,8176.0,6845.0,143
387,Burkina Faso,2020.7,10865.0,8176.0,149
388,Burkina Faso,2020.8,17013.0,10865.0,149
389,Burkina Faso,2020.9,19685.0,17013.0,150
390,Burkina Faso,2021.0,54711.0,19685.0,135
391,Burkina Faso,2021.1,80563.0,54711.0,132
392,Burkina Faso,2021.2,88504.0,80563.0,131
393,Burkina Faso,2021.3,93130.0,88504.0,133
394,Burkina Faso,2021.4,93974.0,93130.0,140
395,Burundi,2020.3,71.0,93974.0,175
396,Burundi,2020.4,357.0,71.0,167
397,Burundi,2020.5,1274.0,357.0,164
398,Burundi,2020.6,2811.0,1274.0,162
399,Burundi,2020.7,3285.0,2811.0,166
400,Burundi,2020.8,3873.0,3285.0,164
401,Burundi,2020.9,4754.0,3873.0,165
402,Burundi,2021.0,6386.0,4754.0,167
403,Burundi,2021.1,12546.0,6386.0,168
404,Burundi,2021.2,18770.0,12546.0,165
405,Burundi,2021.3,27907.0,18770.0,162
406,Burundi,2021.4,32738.0,27907.0,164
407,Cambodia,2020.1,7.0,32738.0,28
408,Cambodia,2020.2,380.0,7.0,87
409,Cambodia,2020.3,854.0,380.0,132
410,Cambodia,2020.4,871.0,854.0,157
411,Cambodia,2020.5,987.0,871.0,166
412,Cambodia,2020.6,1725.0,987.0,168
413,Cambodia,2020.7,1921.0,1725.0,171
414,Cambodia,2020.8,2007.0,1921.0,174
415,Cambodia,2020.9,2193.0,2007.0,174
416,Cambodia,2021.0,2715.0,2193.0,177
417,Cambodia,2021.1,3349.0,2715.0,178
418,Cambodia,2021.2,14287.0,3349.0,172
419,Cambodia,2021.3,92538.0,14287.0,135
420,Cambodia,2021.4,197516.0,92538.0,124
421,Cameroon,2020.2,176.0,197516.0,103
422,Cameroon,2020.3,9934.0,176.0,73
423,Cameroon,2020.4,39949.0,9934.0,66
424,Cameroon,2020.5,88144.0,39949.0,65
425,Cameroon,2020.6,124998.0,88144.0,72
426,Cameroon,2020.7,140118.0,124998.0,78
427,Cameroon,2020.8,151213.0,140118.0,90
428,Cameroon,2020.9,168602.0,151213.0,97
429,Cameroon,2021.0,187936.0,168602.0,103
430,Cameroon,2021.1,222574.0,187936.0,108
431,Cameroon,2021.2,312542.0,222574.0,104
432,Cameroon,2021.3,493246.0,312542.0,99
433,Cameroon,2021.4,548466.0,493246.0,100
434,Canada,2020.1,42.0,548466.0,17
435,Canada,2020.2,7712.0,42.0,17
436,Canada,2020.3,313303.0,7712.0,12
437,Canada,2020.4,635412.0,313303.0,14
438,Canada,2020.5,748384.0,635412.0,20
439,Canada,2020.6,845550.0,748384.0,24
440,Canada,2020.7,963426.0,845550.0,26
441,Canada,2020.8,1499419.0,963426.0,30
442,Canada,2020.9,2539736.0,1499419.0,29
443,Canada,2021.0,4538333.0,2539736.0,24
444,Canada,2021.1,5772180.0,4538333.0,22
445,Canada,2021.2,6729310.0,5772180.0,23
446,Canada,2021.3,8589666.0,6729310.0,22
447,Canada,2021.4,9667372.0,8589666.0,22
448,Cape Verde,2020.2,10.0,9667372.0,150
449,Cape Verde,2020.3,616.0,10.0,138
450,Cape Verde,2020.4,2889.0,616.0,140
451,Cape Verde,2020.5,9512.0,2889.0,122
452,Cape Verde,2020.6,19410.0,9512.0,117
453,Cape Verde,2020.7,32444.0,19410.0,117
454,Cape Verde,2020.8,57395.0,32444.0,116
455,Cape Verde,2020.9,74330.0,57395.0,115
456,Cape Verde,2021.0,85559.0,74330.0,123
457,Cape Verde,2021.1,102472.0,85559.0,127
458,Cape Verde,2021.2,118247.0,102472.0,128
459,Cape Verde,2021.3,166432.0,118247.0,124
460,Cape Verde,2021.4,210444.0,166432.0,123
461,Cayman Islands,2021.0,0.0,210444.0,195
462,Cayman Islands,2021.1,0.0,0.0,208
463,Cayman Islands,2021.2,0.0,0.0,212
464,Cayman Islands,2021.3,0.0,0.0,217
465,Cayman Islands,2021.4,0.0,0.0,218
466,Central African Republic,2020.2,15.0,0.0,140
467,Central African Republic,2020.3,114.0,15.0,166
468,Central African Republic,2020.4,6044.0,114.0,119
469,Central African Republic,2020.5,27167.0,6044.0,93
470,Central African Republic,2020.6,32420.0,27167.0,104
471,Central African Republic,2020.7,33237.0,32420.0,116
472,Central African Republic,2020.8,34027.0,33237.0,134
473,Central African Republic,2020.9,34387.0,34027.0,142
474,Central African Republic,2021.0,34779.0,34387.0,145
475,Central African Republic,2021.1,34958.0,34779.0,149
476,Central African Republic,2021.2,35615.0,34958.0,152
477,Central African Republic,2021.3,44773.0,35615.0,153
478,Central African Republic,2021.4,49597.0,44773.0,154
479,Chad,2020.2,5.0,49597.0,163
480,Chad,2020.3,277.0,5.0,154
481,Chad,2020.4,5227.0,277.0,126
482,Chad,2020.5,6086.0,5227.0,139
483,Chad,2020.6,6592.0,6086.0,151
484,Chad,2020.7,7477.0,6592.0,158
485,Chad,2020.8,9948.0,7477.0,156
486,Chad,2020.9,11661.0,9948.0,156
487,Chad,2021.0,17030.0,11661.0,156
488,Chad,2021.1,25216.0,17030.0,154
489,Chad,2021.2,31355.0,25216.0,156
490,Chad,2021.3,33675.0,31355.0,159
491,Chad,2021.4,34490.0,33675.0,163
492,Chile,2020.2,3299.0,34490.0,32
493,Chile,2020.3,94757.0,3299.0,25
494,Chile,2020.4,768697.0,94757.0,13
495,Chile,2020.5,2020002.0,768697.0,6
496,Chile,2020.6,2582304.0,2020002.0,8
497,Chile,2020.7,3015619.0,2582304.0,11
498,Chile,2020.8,3492355.0,3015619.0,14
499,Chile,2020.9,3831198.0,3492355.0,19
500,Chile,2021.0,4436698.0,3831198.0,25
501,Chile,2021.1,5379689.0,4436698.0,24
502,Chile,2021.2,6739545.0,5379689.0,22
503,Chile,2021.3,8383769.0,6739545.0,23
504,Chile,2021.4,9529593.0,8383769.0,23
505,China,2020.1,234661.0,9529593.0,1
506,China,2020.2,567051.0,234661.0,1
507,China,2020.3,580000.0,567051.0,9
508,China,2020.4,581337.0,580000.0,16
509,China,2020.5,585148.0,581337.0,22
510,China,2020.6,592501.0,585148.0,30
511,China,2020.7,596543.0,592501.0,39
512,China,2020.8,600720.0,596543.0,54
513,China,2020.9,605861.0,600720.0,68
514,China,2021.0,612070.0,605861.0,82
515,China,2021.1,628633.0,612070.0,84
516,China,2021.2,631445.0,628633.0,90
517,China,2021.3,635030.0,631445.0,97
518,China,2021.4,637813.0,635030.0,99
519,Colombia,2020.2,1147.0,637813.0,57
520,Colombia,2020.3,34065.0,1147.0,47
521,Colombia,2020.4,187273.0,34065.0,31
522,Colombia,2020.5,766250.0,187273.0,19
523,Colombia,2020.6,2567581.0,766250.0,9
524,Colombia,2020.7,4910291.0,2567581.0,6
525,Colombia,2020.8,6993802.0,4910291.0,8
526,Colombia,2020.9,9029277.0,6993802.0,10
527,Colombia,2021.0,12275818.0,9029277.0,11
528,Colombia,2021.1,15288765.0,12275818.0,11
529,Colombia,2021.2,16575813.0,15288765.0,11
530,Colombia,2021.3,20007820.0,16575813.0,12
531,Colombia,2021.4,23379271.0,20007820.0,12
532,Comoros,2020.4,666.0,23379271.0,163
533,Comoros,2020.5,2149.0,666.0,159
534,Comoros,2020.6,2765.0,2149.0,163
535,Comoros,2020.7,3193.0,2765.0,167
536,Comoros,2020.8,3593.0,3193.0,166
537,Comoros,2020.9,4267.0,3593.0,168
538,Comoros,2021.0,7550.0,4267.0,164
539,Comoros,2021.1,22978.0,7550.0,155
540,Comoros,2021.2,25815.0,22978.0,161
541,Comoros,2021.3,26852.0,25815.0,164
542,Comoros,2021.4,27155.0,26852.0,168
543,Congo,2020.2,18.0,27155.0,136
544,Congo,2020.3,1337.0,18.0,123
545,Congo,2020.4,3993.0,1337.0,133
546,Congo,2020.5,10079.0,3993.0,121
547,Congo,2020.6,25267.0,10079.0,110
548,Congo,2020.7,34391.0,25267.0,114
549,Congo,2020.8,36383.0,34391.0,130
550,Congo,2020.9,39992.0,36383.0,134
551,Congo,2021.0,49869.0,39992.0,138
552,Congo,2021.1,58444.0,49869.0,137
553,Congo,2021.2,67650.0,58444.0,140
554,Congo,2021.3,75084.0,67650.0,145
555,Congo,2021.4,81606.0,75084.0,145
556,Cook Islands,2021.4,0.0,81606.0,218
557,Costa Rica,2020.2,658.0,0.0,72
558,Costa Rica,2020.3,4808.0,658.0,94
559,Costa Rica,2020.4,7149.0,4808.0,113
560,Costa Rica,2020.5,30404.0,7149.0,91
561,Costa Rica,2020.6,153365.0,30404.0,66
562,Costa Rica,2020.7,375908.0,153365.0,54
563,Costa Rica,2020.8,710425.0,375908.0,47
564,Costa Rica,2020.9,954369.0,710425.0,51
565,Costa Rica,2021.0,1237939.0,954369.0,55
566,Costa Rica,2021.1,1392531.0,1237939.0,59
567,Costa Rica,2021.2,1501026.0,1392531.0,63
568,Costa Rica,2021.3,1746799.0,1501026.0,64
569,Costa Rica,2021.4,2189599.0,1746799.0,58
570,Cote d'Ivoire,2020.2,82.0,2189599.0,120
571,Cote d'Ivoire,2020.3,7340.0,82.0,83
572,Cote d'Ivoire,2020.4,19007.0,7340.0,81
573,Cote d'Ivoire,2020.5,71637.0,19007.0,67
574,Cote d'Ivoire,2020.6,115746.0,71637.0,73
575,Cote d'Ivoire,2020.7,132373.0,115746.0,80
576,Cote d'Ivoire,2020.8,142885.0,132373.0,91
577,Cote d'Ivoire,2020.9,148657.0,142885.0,100
578,Cote d'Ivoire,2021.0,163371.0,148657.0,108
579,Cote d'Ivoire,2021.1,214709.0,163371.0,109
580,Cote d'Ivoire,2021.2,296180.0,214709.0,107
581,Cote d'Ivoire,2021.3,322244.0,296180.0,109
582,Cote d'Ivoire,2021.4,330220.0,322244.0,112
583,Croatia,2020.2,1154.0,330220.0,56
584,Croatia,2020.3,13933.0,1154.0,63
585,Croatia,2020.4,15716.0,13933.0,86
586,Croatia,2020.5,20993.0,15716.0,98
587,Croatia,2020.6,38360.0,20993.0,98
588,Croatia,2020.7,91434.0,38360.0,88
589,Croatia,2020.8,224264.0,91434.0,83
