,name,year,value,lastValue,rank
2371,Taiwan,2020.5,3138.0,3092.0,152
2372,Taiwan,2020.6,3339.0,3138.0,161
2373,Taiwan,2020.7,3479.0,3339.0,165
2374,Taiwan,2020.8,3833.0,3479.0,165
2375,Taiwan,2020.9,4479.0,3833.0,167
2376,Taiwan,2021.0,5773.0,4479.0,168
2377,Taiwan,2021.1,6552.0,5773.0,172
2378,Taiwan,2021.2,7106.0,6552.0,175
2379,Taiwan,2021.3,7889.0,7106.0,177
2380,Taiwan,2021.4,50100.0,7889.0,153
2381,Tajikistan,2020.4,25689.0,50100.0,73
2382,Tajikistan,2020.5,42655.0,25689.0,81
2383,Tajikistan,2020.6,53857.0,42655.0,89
2384,Tajikistan,2020.7,62826.0,53857.0,98
2385,Tajikistan,2020.8,74866.0,62826.0,109
2386,Tajikistan,2020.9,84572.0,74866.0,113
2387,Tajikistan,2021.0,93141.0,84572.0,122
2388,Tajikistan,2021.1,93156.0,93141.0,128
2389,Tajikistan,2021.2,93156.0,93156.0,129
2390,Tajikistan,2021.3,93156.0,93156.0,132
2391,Tajikistan,2021.4,93156.0,93156.0,141
2392,Tanzania,2020.2,46.0,93156.0,128
2393,Tanzania,2020.3,2018.0,46.0,119
2394,Tanzania,2020.4,3563.0,2018.0,134
2395,Tanzania,2020.5,3563.0,3563.0,151
2396,Tanzania,2020.6,3563.0,3563.0,160
2397,Tanzania,2020.7,3563.0,3563.0,163
2398,Tanzania,2020.8,3563.0,3563.0,167
2399,Tanzania,2020.9,3563.0,3563.0,171
2400,Tanzania,2021.0,3563.0,3563.0,174
2401,Tanzania,2021.1,3563.0,3563.0,177
2402,Tanzania,2021.2,3563.0,3563.0,179
2403,Tanzania,2021.3,3563.0,3563.0,181
2404,Tanzania,2021.4,3563.0,3563.0,181
2405,Thailand,2020.0,0.0,3563.0,4
2406,Thailand,2020.1,196.0,0.0,4
2407,Thailand,2020.2,2714.0,196.0,37
2408,Thailand,2020.3,20090.0,2714.0,57
2409,Thailand,2020.4,21480.0,20090.0,77
2410,Thailand,2020.5,22273.0,21480.0,96
2411,Thailand,2020.6,23374.0,22273.0,112
2412,Thailand,2020.7,24222.0,23374.0,124
2413,Thailand,2020.8,26111.0,24222.0,141
2414,Thailand,2020.9,27778.0,26111.0,145
2415,Thailand,2021.0,70540.0,27778.0,128
2416,Thailand,2021.1,170098.0,70540.0,115
2417,Thailand,2021.2,199973.0,170098.0,117
2418,Thailand,2021.3,457163.0,199973.0,104
2419,Thailand,2021.4,1031656.0,457163.0,83
2420,Timor,2020.2,2.0,1031656.0,170
2421,Timor,2020.3,165.0,2.0,161
2422,Timor,2020.4,168.0,165.0,173
2423,Timor,2020.5,168.0,168.0,179
2424,Timor,2020.6,175.0,168.0,182
2425,Timor,2020.7,189.0,175.0,181
2426,Timor,2020.8,204.0,189.0,183
2427,Timor,2020.9,210.0,204.0,185
2428,Timor,2021.0,343.0,210.0,184
2429,Timor,2021.1,677.0,343.0,183
2430,Timor,2021.2,3052.0,677.0,180
2431,Timor,2021.3,15882.0,3052.0,172
2432,Timor,2021.4,45785.0,15882.0,158
2433,Togo,2020.2,62.0,45785.0,122
2434,Togo,2020.3,644.0,62.0,137
2435,Togo,2020.4,2954.0,644.0,138
2436,Togo,2020.5,4685.0,2954.0,148
2437,Togo,2020.6,7202.0,4685.0,146
2438,Togo,2020.7,10831.0,7202.0,150
2439,Togo,2020.8,15116.0,10831.0,152
2440,Togo,2020.9,20473.0,15116.0,149
2441,Togo,2021.0,27183.0,20473.0,148
2442,Togo,2021.1,40205.0,27183.0,145
2443,Togo,2021.2,67099.0,40205.0,141
2444,Togo,2021.3,90692.0,67099.0,138
2445,Togo,2021.4,93987.0,90692.0,139
2446,Tonga,2021.3,0.0,93987.0,217
2447,Tonga,2021.4,0.0,0.0,218
2448,Trinidad and Tobago,2020.2,180.0,0.0,102
2449,Trinidad and Tobago,2020.3,806.0,180.0,134
2450,Trinidad and Tobago,2020.4,815.0,806.0,160
2451,Trinidad and Tobago,2020.5,916.0,815.0,167
2452,Trinidad and Tobago,2020.6,1663.0,916.0,169
2453,Trinidad and Tobago,2020.7,19678.0,1663.0,134
2454,Trinidad and Tobago,2020.8,38207.0,19678.0,125
2455,Trinidad and Tobago,2020.9,46106.0,38207.0,127
2456,Trinidad and Tobago,2021.0,50593.0,46106.0,137
2457,Trinidad and Tobago,2021.1,53447.0,50593.0,141
2458,Trinidad and Tobago,2021.2,55548.0,53447.0,144
2459,Trinidad and Tobago,2021.3,75295.0,55548.0,143
2460,Trinidad and Tobago,2021.4,157495.0,75295.0,129
2461,Tunisia,2020.2,370.0,157495.0,89
2462,Tunisia,2020.3,6488.0,370.0,86
2463,Tunisia,2020.4,7478.0,6488.0,109
2464,Tunisia,2020.5,8281.0,7478.0,126
2465,Tunisia,2020.6,11575.0,8281.0,133
2466,Tunisia,2020.7,43627.0,11575.0,106
2467,Tunisia,2020.8,333445.0,43627.0,73
2468,Tunisia,2020.9,655765.0,333445.0,67
2469,Tunisia,2021.0,1083239.0,655765.0,59
2470,Tunisia,2021.1,1549444.0,1083239.0,56
2471,Tunisia,2021.2,1742017.0,1549444.0,57
2472,Tunisia,2021.3,2160455.0,1742017.0,55
2473,Tunisia,2021.4,2392120.0,2160455.0,56
2474,Turkey,2020.2,4131.0,2392120.0,28
2475,Turkey,2020.3,731131.0,4131.0,7
2476,Turkey,2020.4,1133472.0,731131.0,10
2477,Turkey,2020.5,1423956.0,1133472.0,14
2478,Turkey,2020.6,1669184.0,1423956.0,17
2479,Turkey,2020.7,2016469.0,1669184.0,18
2480,Turkey,2020.8,2503644.0,2016469.0,21
2481,Turkey,2020.9,3805450.0,2503644.0,21
2482,Turkey,2021.0,16137565.0,3805450.0,7
2483,Turkey,2021.1,18001856.0,16137565.0,9
2484,Turkey,2021.2,22049774.0,18001856.0,9
2485,Turkey,2021.3,33695816.0,22049774.0,5
2486,Turkey,2021.4,36592672.0,33695816.0,5
2487,Turkmenistan,2021.3,0.0,36592672.0,217
2488,Turks and Caicos Islands,2021.0,0.0,0.0,195
2489,Turks and Caicos Islands,2021.1,0.0,0.0,208
2490,Turks and Caicos Islands,2021.2,0.0,0.0,212
2491,Turks and Caicos Islands,2021.3,0.0,0.0,217
2492,Turks and Caicos Islands,2021.4,0.0,0.0,218
2493,Tuvalu,2021.3,0.0,0.0,217
2494,Uganda,2020.2,11.0,0.0,147
2495,Uganda,2020.3,506.0,11.0,144
2496,Uganda,2020.4,2467.0,506.0,142
2497,Uganda,2020.5,6414.0,2467.0,137
2498,Uganda,2020.6,8740.0,6414.0,138
2499,Uganda,2020.7,31149.0,8740.0,121
2500,Uganda,2020.8,78222.0,31149.0,107
2501,Uganda,2020.9,136547.0,78222.0,101
2502,Uganda,2021.0,260583.0,136547.0,99
2503,Uganda,2021.1,279808.0,260583.0,103
2504,Uganda,2021.2,285304.0,279808.0,108
2505,Uganda,2021.3,292949.0,285304.0,111
2506,Uganda,2021.4,317881.0,292949.0,113
2507,Ukraine,2020.2,266.0,317881.0,98
2508,Ukraine,2020.3,53285.0,266.0,38
2509,Ukraine,2020.4,160120.0,53285.0,36
2510,Ukraine,2020.5,333853.0,160120.0,34
2511,Ukraine,2020.6,559695.0,333853.0,33
2512,Ukraine,2020.7,1066303.0,559695.0,24
2513,Ukraine,2020.8,2375601.0,1066303.0,23
2514,Ukraine,2020.9,4977386.0,2375601.0,17
2515,Ukraine,2021.0,7965398.0,4977386.0,17
2516,Ukraine,2021.1,9150835.0,7965398.0,17
2517,Ukraine,2021.2,11637667.0,9150835.0,16
2518,Ukraine,2021.3,14844040.0,11637667.0,16
2519,Ukraine,2021.4,15776151.0,14844040.0,16
2520,United Arab Emirates,2020.1,42.0,15776151.0,17
2521,United Arab Emirates,2020.2,995.0,42.0,63
2522,United Arab Emirates,2020.3,65031.0,995.0,33
2523,United Arab Emirates,2020.4,232402.0,65031.0,27
2524,United Arab Emirates,2020.5,351811.0,232402.0,32
2525,United Arab Emirates,2020.6,434393.0,351811.0,40
2526,United Arab Emirates,2020.7,544436.0,434393.0,43
2527,United Arab Emirates,2020.8,854830.0,544436.0,40
2528,United Arab Emirates,2020.9,1156359.0,854830.0,42
2529,United Arab Emirates,2021.0,1573185.0,1156359.0,44
2530,United Arab Emirates,2021.1,2397658.0,1573185.0,41
2531,United Arab Emirates,2021.2,3155731.0,2397658.0,41
2532,United Arab Emirates,2021.3,3640700.0,3155731.0,40
2533,United Arab Emirates,2021.4,3956177.0,3640700.0,39
2534,United Kingdom,2020.1,76.0,3956177.0,14
2535,United Kingdom,2020.2,56402.0,76.0,9
2536,United Kingdom,2020.3,1053981.0,56402.0,6
2537,United Kingdom,2020.4,1784634.0,1053981.0,4
2538,United Kingdom,2020.5,2002200.0,1784634.0,7
2539,United Kingdom,2020.6,2174677.0,2002200.0,12
2540,United Kingdom,2020.7,2549268.0,2174677.0,14
2541,United Kingdom,2020.8,5836779.0,2549268.0,11
2542,United Kingdom,2020.9,11139362.0,5836779.0,7
2543,United Kingdom,2021.0,20727651.0,11139362.0,5
2544,United Kingdom,2021.1,28165112.0,20727651.0,4
2545,United Kingdom,2021.2,30361618.0,28165112.0,6
2546,United Kingdom,2021.3,31022237.0,30361618.0,7
2547,United Kingdom,2021.4,31452470.0,31022237.0,7
2548,United States,2020.1,82.0,31452470.0,12
2549,United States,2020.2,156433.0,82.0,3
2550,United States,2020.3,6416208.0,156433.0,1
2551,United States,2020.4,12282383.0,6416208.0,1
2552,United States,2020.5,19576385.0,12282383.0,1
2553,United States,2020.6,34576557.0,19576385.0,1
2554,United States,2020.7,45109286.0,34576557.0,1
2555,United States,2020.8,59597931.0,45109286.0,1
2556,United States,2020.9,92373107.0,59597931.0,1
2557,United States,2021.0,153798629.0,92373107.0,1
2558,United States,2021.1,192744289.0,153798629.0,1
2559,United States,2021.2,211000742.0,192744289.0,1
2560,United States,2021.3,226328711.0,211000742.0,1
2561,United States,2021.4,232589848.0,226328711.0,1
2562,Uruguay,2020.2,788.0,232589848.0,68
2563,Uruguay,2020.3,4034.0,788.0,100
2564,Uruguay,2020.4,5688.0,4034.0,122
2565,Uruguay,2020.5,6649.0,5688.0,134
2566,Uruguay,2020.6,9304.0,6649.0,136
2567,Uruguay,2020.7,12385.0,9304.0,147
2568,Uruguay,2020.8,19276.0,12385.0,147
2569,Uruguay,2020.9,37362.0,19276.0,138
2570,Uruguay,2021.0,171359.0,37362.0,107
2571,Uruguay,2021.1,334741.0,171359.0,102
2572,Uruguay,2021.2,647888.0,334741.0,87
2573,Uruguay,2021.3,1384805.0,647888.0,74
2574,Uruguay,2021.4,1985027.0,1384805.0,62
2575,Uzbekistan,2020.2,213.0,1985027.0,100
2576,Uzbekistan,2020.3,12591.0,213.0,64
2577,Uzbekistan,2020.4,24442.0,12591.0,75
2578,Uzbekistan,2020.5,65848.0,24442.0,69
2579,Uzbekistan,2020.6,203777.0,65848.0,59
2580,Uzbekistan,2020.7,322688.0,203777.0,58
2581,Uzbekistan,2020.8,452901.0,322688.0,60
2582,Uzbekistan,2020.9,507816.0,452901.0,78
2583,Uzbekistan,2021.0,542255.0,507816.0,85
2584,Uzbekistan,2021.1,555323.0,542255.0,87
2585,Uzbekistan,2021.2,574154.0,555323.0,96
2586,Uzbekistan,2021.3,635751.0,574154.0,96
2587,Uzbekistan,2021.4,697140.0,635751.0,94
2588,Vanuatu,2020.9,7.0,697140.0,191
2589,Vanuatu,2021.0,7.0,7.0,191
2590,Vanuatu,2021.1,7.0,7.0,192
2591,Vanuatu,2021.2,21.0,7.0,191
2592,Vanuatu,2021.3,28.0,21.0,190
2593,Vanuatu,2021.4,28.0,28.0,190
2594,Vatican,2020.2,7.0,28.0,162
2595,Vatican,2020.3,63.0,7.0,178
2596,Vatican,2020.4,84.0,63.0,184
2597,Vatican,2020.5,84.0,84.0,186
2598,Vatican,2020.6,84.0,84.0,187
2599,Vatican,2020.7,84.0,84.0,187
2600,Vatican,2020.8,189.0,84.0,185
2601,Vatican,2020.9,189.0,189.0,186
2602,Vatican,2021.0,189.0,189.0,187
2603,Vatican,2021.1,189.0,189.0,187
2604,Vatican,2021.2,189.0,189.0,187
2605,Vatican,2021.3,189.0,189.0,187
2606,Vatican,2021.4,189.0,189.0,187
2607,Venezuela,2020.2,370.0,189.0,89
2608,Venezuela,2020.3,2179.0,370.0,117
2609,Venezuela,2020.4,9782.0,2179.0,100
2610,Venezuela,2020.5,46034.0,9782.0,80
2611,Venezuela,2020.6,168749.0,46034.0,64
2612,Venezuela,2020.7,410539.0,168749.0,51
2613,Venezuela,2020.8,621567.0,410539.0,53
2614,Venezuela,2020.9,710248.0,621567.0,65
2615,Venezuela,2021.0,810324.0,710248.0,74
2616,Venezuela,2021.1,926197.0,810324.0,76
2617,Venezuela,2021.2,1085154.0,926197.0,76
2618,Venezuela,2021.3,1382612.0,1085154.0,75
2619,Venezuela,2021.4,1610926.0,1382612.0,73
2620,Vietnam,2020.1,76.0,1610926.0,14
2621,Vietnam,2020.2,647.0,76.0,73
2622,Vietnam,2020.3,1884.0,647.0,120
2623,Vietnam,2020.4,2293.0,1884.0,145
2624,Vietnam,2020.5,2499.0,2293.0,153
2625,Vietnam,2020.6,5428.0,2499.0,155
2626,Vietnam,2020.7,7418.0,5428.0,159
2627,Vietnam,2020.8,8078.0,7418.0,159
2628,Vietnam,2020.9,9338.0,8078.0,160
2629,Vietnam,2021.0,10572.0,9338.0,161
2630,Vietnam,2021.1,15129.0,10572.0,163
2631,Vietnam,2021.2,18087.0,15129.0,167
2632,Vietnam,2021.3,20449.0,18087.0,168
2633,Vietnam,2021.4,46216.0,20449.0,156
2634,Wallis and Futuna,2021.2,0.0,46216.0,212
2635,Wallis and Futuna,2021.3,0.0,0.0,217
2636,Wallis and Futuna,2021.4,0.0,0.0,218
2651,Yemen,2020.3,7.0,1185758982.0,184
2652,Yemen,2020.4,2052.0,7.0,147
2653,Yemen,2020.5,8612.0,2052.0,124
2654,Yemen,2020.6,12520.0,8612.0,132
2655,Yemen,2020.7,14036.0,12520.0,144
2656,Yemen,2020.8,14411.0,14036.0,153
2657,Yemen,2020.9,14522.0,14411.0,154
2658,Yemen,2021.0,14724.0,14522.0,159
2659,Yemen,2021.1,14960.0,14724.0,164
2660,Yemen,2021.2,27148.0,14960.0,160
2661,Yemen,2021.3,44123.0,27148.0,154
2662,Yemen,2021.4,46987.0,44123.0,155
2663,Zambia,2020.2,14.0,46987.0,141
2664,Zambia,2020.3,564.0,14.0,140
2665,Zambia,2020.4,7294.0,564.0,112
2666,Zambia,2020.5,11386.0,7294.0,117
2667,Zambia,2020.6,52663.0,11386.0,92
2668,Zambia,2020.7,93326.0,52663.0,87
2669,Zambia,2020.8,112546.0,93326.0,98
2670,Zambia,2020.9,122967.0,112546.0,102
2671,Zambia,2021.0,178654.0,122967.0,106
2672,Zambia,2021.1,472601.0,178654.0,92
2673,Zambia,2021.2,612140.0,472601.0,94
2674,Zambia,2021.3,641106.0,612140.0,95
2675,Zambia,2021.4,660496.0,641106.0,96
2676,Zimbabwe,2020.2,10.0,660496.0,150
2677,Zimbabwe,2020.3,207.0,10.0,158
2678,Zimbabwe,2020.4,1041.0,207.0,154
2679,Zimbabwe,2020.5,4586.0,1041.0,149
2680,Zimbabwe,2020.6,31204.0,4586.0,107
2681,Zimbabwe,2020.7,52314.0,31204.0,103
2682,Zimbabwe,2020.8,57749.0,52314.0,115
2683,Zimbabwe,2020.9,67837.0,57749.0,119
2684,Zimbabwe,2021.0,137606.0,67837.0,111
2685,Zimbabwe,2021.1,245052.0,137606.0,106
2686,Zimbabwe,2021.2,257528.0,245052.0,112
2687,Zimbabwe,2021.3,267681.0,257528.0,113
2688,Zimbabwe,2021.4,272135.0,267681.0,116
