,year,name,value,people_fully_vaccinated,rank,lastValue,new_cases
2723,2021.3,Wallis and Futuna,579.8,85.02857142857142,168,344.3076923076923,
2724,2021.2,Wallis and Futuna,344.3076923076923,,145,0.0,
2725,2021.5,Yemen,60905.0,,114,14905.257142857143,
2726,2021.4,Yemen,14905.257142857143,,140,530.1428571428571,
2727,2021.3,Yemen,530.1428571428571,,169,0.0,
2728,2021.2,Yemen,,,211,0.0,
2729,2021.1,Yemen,,,206,0.0,
2730,2021.0,Yemen,,,194,0.0,
2731,2020.9,Yemen,,,189,0.0,
2732,2020.8,Yemen,,,187,0.0,
2733,2020.7,Yemen,,,185,0.0,
2734,2020.6,Yemen,,,185,0.0,
2735,2020.5,Yemen,,,185,0.0,
2736,2020.4,Yemen,,,185,0.0,
2737,2020.3,Yemen,,,184,0.0,
2738,2021.5,Zambia,17761.125,776.875,136,56568.42857142857,
2739,2021.4,Zambia,56568.42857142857,1173.9714285714285,115,13258.085714285715,
2740,2021.3,Zambia,13258.085714285715,,120,0.0,
2741,2021.2,Zambia,,,211,0.0,
2742,2021.1,Zambia,,,206,0.0,
2743,2021.0,Zambia,,,194,0.0,
2744,2020.9,Zambia,,,189,0.0,
2745,2020.8,Zambia,,,187,0.0,
2746,2020.7,Zambia,,,185,0.0,
2747,2020.6,Zambia,,,185,0.0,
2748,2020.5,Zambia,,,185,0.0,
2749,2020.4,Zambia,,,185,0.0,
2750,2020.3,Zambia,,,184,0.0,
2751,2020.2,Zambia,,,176,0.0,
2752,2021.5,Zimbabwe,611163.375,372923.0,72,639594.6285714286,
2753,2021.4,Zimbabwe,639594.6285714286,303095.6857142857,67,319610.28571428574,
2754,2021.3,Zimbabwe,319610.28571428574,61540.45714285714,64,43683.857142857145,
2755,2021.2,Zimbabwe,43683.857142857145,3669.9523809523807,72,0.0,
2756,2021.1,Zimbabwe,,,206,0.0,
2757,2021.0,Zimbabwe,,,194,0.0,
2758,2020.9,Zimbabwe,,,189,0.0,
2759,2020.8,Zimbabwe,,,187,0.0,
2760,2020.7,Zimbabwe,,,185,0.0,
2761,2020.6,Zimbabwe,,,185,0.0,
2762,2020.5,Zimbabwe,,,185,0.0,
2763,2020.4,Zimbabwe,,,185,0.0,
2764,2020.3,Zimbabwe,,,184,0.0,
2765,2020.2,Zimbabwe,,,176,0.0,
2766,2020.0,Egypt,0.0,,1,0.0,0.0
2767,2020.0,Estonia,0.0,,2,0.0,0.0
2768,2020.0,Fiji,0.0,,3,0.0,0.0
2769,2020.0,Finland,0.0,,4,0.0,0.0
2770,2020.0,France,0.0,,5,0.0,0.0
2771,2020.0,Germany,0.0,,6,0.0,0.0
2772,2020.0,Greece,0.0,,7,0.0,0.0
2773,2020.0,Hong Kong,0.0,,8,0.0,0.0
2774,2020.0,India,0.0,,9,0.0,0.0
2775,2020.0,Italy,0.0,,10,0.0,0.0
2776,2020.0,Japan,0.0,,11,0.0,0.0
2777,2020.0,Latvia,0.0,,12,0.0,0.0
2778,2020.0,Malaysia,0.0,,13,0.0,0.0
2779,2020.0,Malta,0.0,,14,0.0,0.0
2780,2020.0,Mexico,0.0,,15,0.0,0.0
2781,2020.0,Morocco,0.0,,16,0.0,0.0
2782,2020.0,Nepal,0.0,,17,0.0,0.0
2783,2020.0,Peru,0.0,,18,0.0,0.0
2784,2020.0,Philippines,0.0,,19,0.0,0.0
2785,2020.0,Portugal,0.0,,20,0.0,0.0
2786,2020.0,Russia,0.0,,21,0.0,0.0
2787,2020.0,Singapore,0.0,,22,0.0,0.0
2788,2020.0,Slovenia,0.0,,23,0.0,0.0
2789,2020.0,South Africa,0.0,,24,0.0,0.0
2790,2020.0,South Korea,0.0,,25,0.0,0.0
2791,2020.0,Spain,0.0,,26,0.0,0.0
2792,2020.0,Sri Lanka,0.0,,27,0.0,0.0
2793,2020.0,Sweden,0.0,,28,0.0,0.0
2794,2020.0,Taiwan,0.0,,29,0.0,0.0
2795,2020.0,United Arab Emirates,0.0,,30,0.0,0.0
2796,2020.0,United Kingdom,0.0,,31,0.0,0.0
2797,2020.0,United States,0.0,,32,0.0,0.0
2798,2020.0,Vietnam,0.0,,33,0.0,0.0
